sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country,sale_month,sale_year,days_to_expiry,days_since_restock
SYN01165,P1051,Hydroxyzine 25mg,antihistamine,Allergonix,HYD-25A,2028-10-27,2027-09-13,47,2,2027-09-19,9.5066690679825,19.01,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219,USA,9,2027,939,-529
SYN01166,P1086,Vitamin C 1000mg,supplement,NutriHealth,VC-2403C,2025-02-13,2024-02-23,78,5,2024-03-09,10.80513948759456,54.03,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501,USA,3,2024,-413,769
SYN01167,P1031,Magnesium Citrate 200mg,supplement,NutriHealth Inc.,MAGC-24B,2027-11-04,2026-12-02,42,2,2027-01-20,9.4187062445061,18.84,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205,USA,1,2027,581,-244
SYN01168,P1033,Losartan 50mg,antihypertensive,MediCore Labs,LOS-24L-033,2027-01-07,2026-01-08,148,8,2026-01-25,12.63630770296518,101.09,ST033,Parkway Pharmacy,3100 Parkway Dr,Atlanta,GA,30303,USA,1,2026,280,84
SYN01169,P1503,Hydrochlorothiazide 25mg,antihypertensive,CardioGen,HTZ-2402P,2026-01-25,2024-02-01,57,7,2024-02-04,11.581630252717298,81.07,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,2,2024,-67,791
SYN01170,P1012,Prednisone 20mg,hormone,EndoLife Corp,PRD-23P-012,2025-09-05,2024-07-15,29,3,2024-08-13,24.969802001891164,74.91,ST012,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,8,2024,-209,626
SYN01171,P1350,Hydrocodone/APAP 5/325,analgesic,PainRelief Ltd.,HYC-24B,2025-08-28,2024-09-19,40,3,2024-09-15,14.174006507239213,42.52,ST039,Metro Medical,350 8th Ave,New York,NY,10011,USA,9,2024,-217,560
SYN01172,P1478,Fluticasone Nasal Spray,antihistamine,AllergyFree Labs,FLU-2402X,2025-12-08,2024-11-28,55,6,2024-12-09,13.6504326914047,81.9,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,12,2024,-115,490
SYN01173,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-01-14,2024-10-08,344,75,2024-10-08,14.775464064152592,1108.16,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,10,2024,-78,541
SYN01174,P1638,Methylprednisolone 4mg,hormone,Steroidex Inc.,MPRED-2402D,2025-10-05,2024-10-05,10,1,2024-10-03,39.19018078239601,39.19,ST015,Family RX,900 Oak Dr,Toledo,OH,43606,USA,10,2024,-179,544
SYN01175,P1262,Diphenhydramine 25mg,antihistamine,Allergy Solutions,DIP-24A,2026-03-16,2025-03-27,72,5,2025-04-08,7.596914428833203,37.98,ST030,QuickCare Pharmacy,17 Fast Ln,Houston,TX,77002,USA,4,2025,-17,371
SYN01176,P1585,Hydroxyzine 25mg,antihistamine,AllergyFree Labs,HYD-2402C,2025-08-15,2024-09-09,89,4,2024-09-09,8.162312772045134,32.65,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109,USA,9,2024,-230,570
SYN01177,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-03-12,2027-03-15,17,3,2027-03-18,38.566069074711066,115.7,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,3,2027,710,-347
SYN01178,P1108,Pantoprazole 40mg,antacid,DigestAid Corp,PAN-25B,2028-09-10,2027-08-01,130,10,2027-08-24,13.497006035328496,134.97,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,8,2027,892,-486
SYN01179,P1047,Acetaminophen 325mg,analgesic,HealWell Pharma,ACE-25C,2028-12-13,2028-01-05,57,3,2028-01-08,6.260468574649599,18.78,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,1,2028,986,-643
SYN01180,P1065,Cetirizine 10mg,antihistamine,Allergonix,CTZ-24B,2027-06-03,2026-05-02,36,5,2026-06-07,8.814000701959277,44.07,ST020,ExpressRx,5401 W Belmont Ave,Chicago,IL,60641,USA,6,2026,427,-30
SYN01181,P1432,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24C,2027-08-15,2026-08-02,98,7,2026-08-19,7.952864311525394,55.67,ST047,Peak Pharmacy,22 Ridge Ln,Denver,CO,80204,USA,8,2026,500,-122
SYN01182,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-11-09,2024-09-23,35,5,2024-10-16,9.215348045325433,46.08,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-144,556
SYN01183,P1212,Melatonin 5mg,supplement,NutriHealth Inc,MEL-231C,2027-04-01,2026-03-20,204,12,2026-03-31,6.201552642392239,74.42,ST025,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2026,364,13
SYN01184,P1035,Melatonin 3mg,supplement,NutriHealth Inc.,MEL-25D,2028-01-26,2027-02-03,38,3,2027-02-27,7.212562946036011,21.64,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,2,2027,664,-307
SYN01185,P1118,Tetanus Vaccine,vaccine,Vaxilife,TET-27C,2029-01-24,2027-12-06,809,299,2028-01-08,13.371752468280253,3998.15,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407,USA,1,2028,1028,-613
SYN01186,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-04-09,2027-03-08,13,3,2027-03-17,39.18787816177068,117.56,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,3,2027,738,-340
SYN01187,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-03-25,2027-03-05,16,2,2027-03-11,39.45982342821452,78.92,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,3,2027,723,-337
SYN01188,P1444,Cholecalciferol 2000IU,supplement,NutriHealth,CHO-2405C,2026-09-10,2024-09-27,80,8,2024-10-12,10.09354636660206,80.75,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,161,552
SYN01189,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-15,2026-07-18,110,8,2026-07-13,12.382067856924577,99.06,ST023,Better Health Rx,88 North St,Birmingham,AL,35203,USA,7,2026,469,-107
SYN01190,P1046,Dextromethorphan 10mg,antitussive,CoughCare Ltd,DEX-24D-046,2026-04-19,2025-04-13,36,1,2025-04-21,11.74925144535049,11.75,ST042,Harbor Pharmacy,404 Harbor St,Boston,MA,2109,USA,4,2025,17,354
SYN01191,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2025-12-08,2024-11-08,38,3,2024-11-27,46.2928645195781,138.88,ST030,UrbanMeds,90 7th Ave,New York,NY,10001,USA,11,2024,-115,510
SYN01192,P1029,Azithromycin 250mg,antibiotic,MediCore Labs,AZI-24A-029,2026-11-09,2025-10-05,56,3,2025-10-24,20.386285725433957,61.16,ST029,GoodHealth Drugs,232 Main St,Houston,TX,77002,USA,10,2025,221,179
SYN01193,P1464,Estradiol 1mg,hormone,PharmaGenix,EST-24E,2028-03-16,2027-03-09,14,2,2027-03-10,89.79936656756281,179.6,ST050,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2027,714,-341
SYN01194,P1233,Simvastatin 20mg,other,LipidCare,SIM-24B,2027-12-21,2026-12-30,135,7,2027-01-11,11.97772501062686,83.84,ST027,Uptown Pharmacy,701 King St,Chicago,IL,60616,USA,1,2027,628,-272
SYN01195,P1034,Hydroxyzine 25mg,antihistamine,AllergyFree Ltd,HYZ-24C-034,2026-06-03,2025-05-09,55,3,2025-05-11,12.907889487343386,38.72,ST034,GreenLeaf Drugs,77 Pine St,Boulder,CO,80301,USA,5,2025,62,328
SYN01196,P1016,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-016,2025-11-15,2024-10-06,177,6,2024-10-05,9.185691141870436,55.11,ST016,Parkway Pharmacy,3100 Parkway Dr,Atlanta,GA,30303,USA,10,2024,-138,543
SYN01197,P1403,Probiotic Complex,supplement,NutriHealth Inc,PROB-24B,2026-08-21,2025-08-01,177,12,2025-08-13,16.759702247412854,201.12,ST044,Vibrant Life,1212 Grand Rd,Indianapolis,IN,46204,USA,8,2025,141,244
SYN01198,P1435,Naproxen 220mg,analgesic,HealWell Pharma,NAP-2404B,2026-04-24,2024-03-26,47,3,2024-04-04,10.620630939106128,31.86,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904,USA,4,2024,22,737
SYN01199,P1890,Insulin Glargine 100U/mL,hormone,NovoHealth,INS-2023K,2026-02-20,2024-12-25,25,2,2025-01-07,76.11159853577999,152.22,ST026,Metro Specialty Rx,2300 Willow St,Richmond,VA,23220,USA,1,2025,-41,463
SYN01200,P1585,Hydroxyzine 25mg,antihistamine,AllergyFree Labs,HYD-2402C,2025-08-26,2024-08-31,94,3,2024-09-05,7.981297251160605,23.94,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109,USA,9,2024,-219,579
SYN01201,P1051,Hydroxyzine 25mg,antihistamine,Allergonix,HYD-25A,2028-09-10,2027-09-03,47,3,2027-09-11,9.430022209158516,28.29,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219,USA,9,2027,892,-519
SYN01202,P1704,Docusate Sodium 100mg,laxative,GutRelief,DOC-2402A,2025-11-30,2024-12-05,60,5,2024-12-09,6.326408231248331,31.63,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,12,2024,-123,483
SYN01203,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-12,2024-11-05,117,6,2024-11-04,6.663227503859633,39.98,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,11,2024,-141,513
SYN01204,P1024,Vitamin C 500mg,supplement,NutriHealth Inc,VIT-24B-024,2026-03-31,2025-04-04,126,8,2025-04-05,7.656487994465877,61.25,ST024,CommunityMed,500 Oakridge Rd,Columbus,OH,43215,USA,4,2025,-2,363
SYN01205,P1016,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-016,2025-11-08,2024-09-27,182,8,2024-10-17,8.728525568269276,69.83,ST016,Parkway Pharmacy,3100 Parkway Dr,Atlanta,GA,30303,USA,10,2024,-145,552
SYN01206,P1152,Metformin 500mg,other,GlucoseRx,MET-231B,2025-08-13,2024-07-22,163,7,2024-08-25,8.83581756053721,61.85,ST019,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101,USA,8,2024,-232,619
SYN01207,P1065,Amoxicillin 500mg,antibiotic,MediCore Labs,AMX-24B,2025-10-22,2024-09-16,108,8,2024-09-24,13.117570496344646,104.94,ST012,Wellness Chemist,44 Main St,Nashville,TN,37211,USA,9,2024,-162,563
SYN01208,P1587,Cetirizine 10mg,antihistamine,AllergyMed Labs,CET-2024X,2025-09-17,2024-07-23,206,11,2024-10-22,9.514368322158925,104.66,ST024,Spring Wellness,909 Cedar Rd,Akron,OH,44301,USA,10,2024,-197,618
SYN01209,P1086,Vitamin C 1000mg,supplement,NutriHealth,VC-2403C,2025-03-01,2024-03-09,82,7,2024-03-04,10.927315158901845,76.49,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501,USA,3,2024,-397,754
SYN01210,P1704,Docusate Sodium 100mg,laxative,GutRelief,DOC-2402A,2025-11-26,2024-12-05,77,3,2024-12-08,5.991480543314302,17.97,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,12,2024,-127,483
SYN01211,P1033,Losartan 50mg,antihypertensive,MediCore Labs,LOS-24L-033,2027-01-15,2025-12-29,142,6,2026-01-17,11.791104076973683,70.75,ST033,Parkway Pharmacy,3100 Parkway Dr,Atlanta,GA,30303,USA,1,2026,288,94
SYN01212,P1019,Vitamin C 500mg,supplement,NutriHealth Inc.,VITC-24D,2027-12-18,2026-12-28,43,5,2027-01-15,6.105965733709084,30.53,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,1,2027,625,-270
SYN01213,P1007,Fish Oil 1000mg,supplement,NutriHealth Inc.,FOIL-23B,2027-01-04,2025-11-09,45,5,2025-12-22,8.635303448679954,43.18,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745,USA,12,2025,277,144
SYN01214,P1382,Lisinopril 10mg,antihypertensive,CardioGen,LIS-2403A,2026-04-18,2024-03-05,78,8,2024-03-14,9.1729897405126,73.38,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,3,2024,16,758
SYN01215,P1307,Loratadine 10mg,antihistamine,AllergyFree Labs,LORA-2402B,2026-01-04,2024-12-09,76,10,2024-12-09,6.609380740003404,66.09,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,12,2024,-88,479
SYN01216,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2025-12-15,2024-11-11,48,1,2024-11-27,43.57074803664375,43.57,ST030,UrbanMeds,90 7th Ave,New York,NY,10001,USA,11,2024,-108,507
SYN01217,P1034,Hydroxyzine 25mg,antihistamine,AllergyFree Ltd,HYZ-24C-034,2026-06-02,2025-05-15,54,3,2025-05-15,13.872008583759625,41.62,ST034,GreenLeaf Drugs,77 Pine St,Boulder,CO,80301,USA,5,2025,61,322
SYN01218,P1435,Naproxen 220mg,analgesic,HealWell Pharma,NAP-2404B,2026-04-15,2024-03-29,52,4,2024-04-11,10.67456690259933,42.7,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904,USA,4,2024,13,734
SYN01219,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-02-15,2024-10-01,335,76,2024-10-15,14.793020926535808,1124.27,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,10,2024,-46,548
SYN01220,P1587,Cetirizine 10mg,antihistamine,AllergyMed Labs,CET-2024X,2025-10-05,2024-07-20,207,11,2024-10-29,9.535844809965456,104.89,ST024,Spring Wellness,909 Cedar Rd,Akron,OH,44301,USA,10,2024,-179,621
SYN01221,P1087,Prednisone 20mg,other,Sterix Pharma,PRED-25A,2028-08-15,2027-07-08,66,6,2027-07-15,13.684475027486242,82.11,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205,USA,7,2027,866,-462
SYN01222,P1367,Ranitidine 150mg,antacid,GastroCare,RAN-2402A,2026-01-19,2024-01-09,505,100,2024-01-23,4.31832770152781,431.83,ST010,Giant Chemist,77 Commerce Blvd,Dallas,TX,75204,USA,1,2024,-73,814
SYN01223,P1037,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-037,2026-02-22,2025-01-26,168,9,2025-01-31,8.535056670662934,76.82,ST037,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801,USA,1,2025,-39,431
SYN01224,P1120,Omeprazole 20mg,antacid,GastroCare,OMP-2402E,2025-11-13,2024-11-10,132,10,2024-11-03,14.033753299105172,140.34,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904,USA,11,2024,-140,508
SYN01225,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-06-16,2026-06-20,87,9,2026-07-07,15.514291888432767,139.63,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,7,2026,440,-79
SYN01226,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-02-01,2025-12-27,171,10,2026-01-05,7.592607209219025,75.93,ST022,Healthy Living,603 Wellness St,Miami,FL,33101,USA,1,2026,305,96
SYN01227,P1212,Melatonin 5mg,supplement,NutriHealth Inc,MEL-231C,2027-04-20,2026-03-17,215,12,2026-03-19,5.946253039328427,71.36,ST025,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2026,383,16
SYN01229,P1116,Tdap Vaccine 2027,vaccine,Vaxilife,TDAP-27A,2028-10-26,2027-09-26,590,249,2027-10-03,19.193289037982144,4779.13,ST041,Vaccine Depot,4201 Health Pkwy,Dallas,TX,75231,USA,10,2027,938,-542
SYN01230,P1607,Simethicone 80mg,antacid,GastroCare,SIM-2402Q,2025-08-26,2024-08-06,126,6,2024-08-16,7.308207977228902,43.85,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501,USA,8,2024,-219,604
SYN01231,P1020,Fish Oil 1000mg,supplement,NutriHealth Inc,FIS-24F-020,2026-07-16,2025-06-14,106,8,2025-07-10,10.122608054394178,80.98,ST020,Oceanview Pharmacy,101 Beach Dr,San Diego,CA,92101,USA,7,2025,105,292
SYN01232,P1018,Hydrochlorothiazide 25mg,diuretic,MediCore Labs,HCT-23H-018,2026-12-13,2025-11-29,67,6,2025-12-07,10.970626208964871,65.82,ST018,Riverfront Drugs,22 River Rd,St. Louis,MO,63102,USA,12,2025,255,124
SYN01233,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-31,2026-07-18,109,8,2026-07-14,12.933452641470884,103.47,ST023,Better Health Rx,88 North St,Birmingham,AL,35203,USA,7,2026,485,-107
SYN01234,P1136,Levothyroxine 100mcg,hormone,PharmaGenix,LEV-23F,2028-05-27,2027-11-20,19,1,2028-01-28,39.28084532706704,39.28,ST016,HealthFirst Pharmacy,390 Pine St,Seattle,WA,98101,USA,1,2028,786,-597
SYN01235,P1558,Rabeprazole 20mg,antacid,GastroCare,RAB-2403Z,2026-10-23,2024-10-10,101,10,2024-10-17,7.882438735958827,78.82,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904,USA,10,2024,204,539
SYN01236,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-09-27,2025-08-11,96,4,2025-08-28,9.26460914732748,37.06,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,8,2025,178,234
SYN01237,P1527,Clopidogrel 75mg,antiplatelet,CardioGen,CLO-2402Z,2025-12-27,2024-12-03,95,6,2024-12-13,14.894075122386903,89.36,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,12,2024,-96,485
SYN01238,P1041,Ranitidine 150mg,antacid,Digestive Solutions,RAN-23R-041,2026-11-25,2025-12-07,1796,111,2025-11-24,3.325398500176008,369.12,ST010,BulkMed Supply,600 Industrial Rd,Dallas,TX,75201,USA,11,2025,237,116
SYN01239,P1020,Fish Oil 1000mg,supplement,NutriHealth Inc,FIS-24F-020,2026-07-02,2025-06-11,92,7,2025-07-02,10.465892056993445,73.26,ST020,Oceanview Pharmacy,101 Beach Dr,San Diego,CA,92101,USA,7,2025,91,295
SYN01240,P1027,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-23D-027,2026-07-11,2025-07-04,45,3,2025-07-09,16.30630606983171,48.92,ST027,Harbor Pharmacy,404 Harbor St,Boston,MA,2109,USA,7,2025,100,272
SYN01241,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-06-07,2026-06-10,77,4,2026-06-19,18.75312418652104,75.01,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101,USA,6,2026,431,-69
SYN01243,P1527,Clopidogrel 75mg,antiplatelet,CardioGen,CLO-2402Z,2026-01-02,2024-11-28,98,8,2024-12-10,14.68766754509591,117.5,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,12,2024,-90,490
SYN01244,P1205,Metformin 500mg,antidiabetic,GlucoLabs,METF-2405B,2026-08-05,2024-07-04,169,10,2024-07-12,9.180873069187754,91.81,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,7,2024,125,637
SYN01245,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-11-04,2024-10-18,126,5,2024-11-11,8.152374923637433,40.76,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2024,-149,531
SYN01246,P1444,Cholecalciferol 2000IU,supplement,NutriHealth,CHO-2405C,2026-09-22,2024-09-23,84,7,2024-10-19,9.794780445058608,68.56,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,173,556
SYN01247,P1205,Metformin 500mg,antidiabetic,GlucoLabs,METF-2405B,2026-08-11,2024-07-02,172,11,2024-07-11,9.434886729329754,103.78,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,7,2024,131,639
SYN01248,P1078,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-25A,2028-10-15,2027-11-19,126,9,2027-11-23,18.196183028484924,163.77,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745,USA,11,2027,927,-596
SYN01249,P1035,Melatonin 3mg,supplement,NutriHealth Inc.,MEL-25D,2028-01-18,2027-02-09,37,3,2027-02-24,6.903691727692532,20.71,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,2,2027,656,-313
SYN01250,P1102,Vitamin C 1000mg,supplement,NutriHealth Inc,VITC-2331,2026-04-15,2025-05-06,177,4,2025-05-20,11.031710729249715,44.13,ST013,GreenLeaf Pharmacy,100 Elm Dr,Columbus,OH,43215,USA,5,2025,13,331
SYN01251,P1036,Atorvastatin 10mg,statin,MediCore Labs,ATO-24A-036,2027-02-03,2026-01-25,89,5,2026-01-28,13.357502979194486,66.79,ST036,VitaCare Pharmacy,212 Clover Ln,Charlotte,NC,28202,USA,1,2026,307,67
SYN01252,P1118,Tetanus Vaccine,vaccine,Vaxilife,TET-27C,2029-01-13,2027-11-30,807,301,2027-12-31,14.68460887550984,4420.07,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407,USA,12,2027,1017,-607
SYN01253,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-12-14,2024-10-30,107,6,2024-11-16,7.812417563090512,46.87,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,11,2024,-109,519
SYN01254,P1026,Multivitamin Adult,supplement,NutriHealth Inc,MLT-24B-026,2026-06-28,2025-05-29,132,9,2025-06-05,10.5203896878969,94.68,ST026,Northside Drugs,201 North St,Baltimore,MD,21201,USA,6,2025,87,308
SYN01255,P1007,Levothyroxine 88mcg,hormone,EndoLife Corp,LEV-23Y-007,2025-10-05,2024-09-07,26,1,2024-09-23,40.84031640987038,40.84,ST007,SpecialtyRx,210 Medical Pkwy,Cleveland,OH,44114,USA,9,2024,-179,572
SYN01256,P1375,Fluticasone Nasal Spray,antihistamine,RespiraMed,FLU-24N,2028-10-01,2027-08-26,50,3,2027-09-13,15.365001628083643,46.1,ST041,Pharmacy Depot,201 Liberty St,Atlanta,GA,30303,USA,9,2027,913,-511
SYN01257,P1549,Rosuvastatin 10mg,lipid-lowering,CardioGen,ROS-2402B,2026-03-10,2024-03-08,78,5,2024-03-02,23.963450931671463,119.82,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107,USA,3,2024,-23,755
SYN01258,P1444,Cholecalciferol 2000IU,supplement,NutriHealth,CHO-2405C,2026-10-10,2024-10-08,97,9,2024-10-12,9.76007650836585,87.84,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,191,541
SYN01259,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-11-09,2024-10-06,46,3,2024-10-05,9.062329449357875,27.19,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-144,543
SYN01260,P1318,Simvastatin 20mg,lipid-lowering,CardioGen,SIMV-2403E,2026-05-25,2024-06-01,65,9,2024-06-08,10.40244548214306,93.62,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,6,2024,53,670
SYN01261,P1003,Vitamin D3 1000IU,supplement,NutriHealth Inc,VD3-24B-003,2026-02-16,2024-12-07,208,9,2025-01-03,8.878521302326426,79.91,ST003,PharmaTrust,450 Oak Blvd,Denver,CO,80203,USA,1,2025,-45,481
SYN01262,P1033,Multivitamin Gummies,supplement,NutriHealth Inc.,MVG-25A,2028-02-04,2027-01-16,24,3,2027-02-01,7.181149401460469,21.54,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,2,2027,673,-289
SYN01263,P1177,Fish Oil 1200mg,supplement,NutriHealth Inc,FISH-24A,2026-12-19,2025-12-15,201,11,2026-01-02,13.36486002594052,147.01,ST021,Superior Rx,640 7th St,Cleveland,OH,44113,USA,1,2026,261,108
SYN01264,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-03,2026-07-11,112,8,2026-07-15,13.224030631968136,105.79,ST023,Better Health Rx,88 North St,Birmingham,AL,35203,USA,7,2026,457,-100
SYN01265,P1697,Paracetamol 500mg,analgesic,HealWell Pharma,PARA-2404D,2026-08-29,2024-07-26,141,6,2024-08-08,8.146447531929919,48.88,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107,USA,8,2024,149,615
SYN01266,P1078,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-25A,2028-10-17,2027-11-13,121,10,2027-11-24,16.700342514860687,167.0,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745,USA,11,2027,929,-590
SYN01267,P1212,Melatonin 5mg,supplement,NutriHealth Inc,MEL-231C,2027-03-10,2026-03-29,219,14,2026-03-25,6.454735985082301,90.37,ST025,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2026,342,4
SYN01268,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-08-15,2027-07-08,41,3,2027-07-22,7.276897909150646,21.83,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,7,2027,866,-462
SYN01269,P1408,Doxycycline 100mg,antibiotic,MediCore Inc.,DOX-2404K,2026-09-12,2024-09-05,64,5,2024-09-11,17.727234075656,88.64,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109,USA,9,2024,163,574
SYN01270,P1128,Calcium Carbonate 500mg,antacid,DigestiveCare,CAC-24A,2028-02-26,2027-02-03,141,9,2027-02-19,6.940505529837465,62.46,ST015,Care Max,55 Maple Blvd,San Diego,CA,92101,USA,2,2027,695,-307
SYN01271,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-07-12,2026-06-22,79,8,2026-07-09,15.365206491220995,122.92,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,7,2026,466,-81
SYN01272,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-08-01,2027-07-15,32,3,2027-07-24,6.673220462651559,20.02,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,7,2027,852,-469
SYN01273,P1114,Cholecalciferol 5000IU,supplement,NutriHealth Inc.,CHO-24D,2027-12-20,2027-01-08,66,4,2027-01-02,8.810181471077867,35.24,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,1,2027,627,-281
SYN01274,P1241,Insulin Glargine 100U/ml,hormone,BioGenRx,INGL-2312X,2026-02-08,2024-12-10,17,2,2024-12-09,170.3373093949563,340.67,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401,USA,12,2024,-53,478
SYN01275,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-14,2024-05-24,92,7,2025-04-10,12.376057086856788,86.63,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219,USA,4,2025,73,678
SYN01276,P1152,Metformin 500mg,other,GlucoseRx,MET-231B,2025-08-01,2024-08-01,152,7,2024-09-03,8.554817964681655,59.88,ST019,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101,USA,9,2024,-244,609
