sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country
SYN02555,P1890,Insulin Glargine 100U/mL,hormone,NovoHealth,INS-2023K,2026-02-25,2024-12-25,18,2,2025-01-03,79.94814658085888,159.9,ST026,Metro Specialty Rx,2300 Willow St,Richmond,VA,23220.0,USA
SYN02556,P1704,Docusate Sodium 100mg,laxative,GutRelief,DOC-2402A,2026-01-02,2024-11-22,61,4,2024-12-07,6.318835308753375,25.28,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609.0,USA
SYN02557,P1327,Ranitidine 150mg,antacid,DigestiveCare,RAN-24B,2028-03-16,2027-03-26,2049,650,2027-03-16,5.012893744353479,3258.38,ST036,Giant Chemist,900 Grand Ave,St. Louis,MO,63101.0,USA
SYN02558,P1032,Clopidogrel 75mg,antiplatelet,HealWell Pharma,CLO-24C-032,2026-05-24,2025-03-03,55,3,2025-04-01,20.711292190495374,62.13,ST032,Care Max,200 Main Ave,Raleigh,NC,27601.0,USA
SYN02559,P1638,Methylprednisolone 4mg,hormone,Steroidex Inc.,MPRED-2402D,2025-09-04,2024-10-08,21,2,2024-10-11,40.616020790955254,81.23,ST015,Family RX,900 Oak Dr,Toledo,OH,43606.0,USA
SYN02560,P1016,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-016,2025-10-29,2024-09-26,172,6,2024-10-16,9.271781952969615,55.63,ST016,Parkway Pharmacy,3100 Parkway Dr,Atlanta,GA,30303.0,USA
SYN02561,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-12-24,2025-11-14,145,10,2025-11-16,10.275399936572787,102.75,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN02562,P1393,Vitamin D3 1000IU,supplement,NutriHealth,D3-2402P,2025-09-01,2024-08-03,147,8,2024-08-14,8.614108596892967,68.91,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02563,P1427,Alendronate 70mg,other,BoneCare,ALE-24A,2028-04-08,2027-04-05,49,5,2027-04-17,33.67631204587693,168.38,ST046,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101.0,USA
SYN02564,P1018,Hydrochlorothiazide 25mg,diuretic,MediCore Labs,HCT-23H-018,2026-11-18,2025-11-27,73,7,2025-12-04,11.300376192810987,79.1,ST018,Riverfront Drugs,22 River Rd,St. Louis,MO,63102.0,USA
SYN02565,P1136,Levothyroxine 100mcg,hormone,PharmaGenix,LEV-23F,2028-05-14,2027-11-11,30,3,2028-01-26,41.30609305376975,123.92,ST016,HealthFirst Pharmacy,390 Pine St,Seattle,WA,98101.0,USA
SYN02566,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-01-19,2024-10-04,341,76,2024-10-15,15.5620590913378,1182.72,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501.0,USA
SYN02567,P1393,Vitamin D3 1000IU,supplement,NutriHealth,D3-2402P,2025-08-03,2024-07-29,142,9,2024-08-09,8.177926413116861,73.6,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02568,P1003,Vitamin D3 1000IU,supplement,NutriHealth Inc,VD3-24B-003,2026-02-01,2024-12-10,205,10,2025-01-08,8.292718596973222,82.93,ST003,PharmaTrust,450 Oak Blvd,Denver,CO,80203.0,USA
SYN02569,P1393,Vitamin D3 1000IU,supplement,NutriHealth,D3-2402P,2025-09-17,2024-07-28,145,9,2024-08-17,8.73318677872519,78.6,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02570,P1277,Insulin Glargine,hormone,PharmaGenix,INS-24G,2027-12-08,2026-12-08,10,1,2026-12-30,130.7836457715125,130.78,ST031,ExpressRx,390 Pine St,Seattle,WA,98101.0,USA
SYN02571,P1114,Cholecalciferol 5000IU,supplement,NutriHealth Inc.,CHO-24D,2028-01-30,2027-01-07,66,4,2027-01-06,8.763802718113615,35.06,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122.0,USA
SYN02572,P1307,Loratadine 10mg,antihistamine,AllergyFree Labs,LORA-2402B,2025-11-29,2024-11-20,64,10,2024-12-08,7.104942654706246,71.05,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501.0,USA
SYN02573,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-03-13,2027-03-11,21,2,2027-03-11,38.953638991221624,77.91,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206.0,USA
SYN02574,P1024,Vitamin C 500mg,supplement,NutriHealth Inc,VIT-24B-024,2026-04-15,2025-04-03,122,9,2025-04-04,7.694415054483403,69.25,ST024,CommunityMed,500 Oakridge Rd,Columbus,OH,43215.0,USA
SYN02575,P1451,Albuterol Inhaler,other,RespiraMed,ALB-24I,2027-08-24,2026-09-02,80,5,2026-09-09,19.658501756689216,98.29,ST049,Giant Chemist,900 Grand Ave,St. Louis,MO,63101.0,USA
SYN02576,P1014,Metformin 500mg,antidiabetic,MediCore Labs,MET-24M-014,2026-08-07,2025-08-01,259,12,2025-08-17,8.287604854107387,99.45,ST014,UrbanMeds,90 7th Ave,New York,NY,10001.0,USA
SYN02577,P1284,Multivitamin Tablets,supplement,NutriHealth,MV-2401A,2026-01-31,2024-01-21,143,10,2024-01-19,8.587768643110264,85.88,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02578,P1408,Doxycycline 100mg,antibiotic,MediCore Inc.,DOX-2404K,2026-09-07,2024-09-04,63,5,2024-09-10,18.372945056869373,91.86,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109.0,USA
SYN02579,P1118,Tetanus Vaccine,vaccine,Vaxilife,TET-27C,2029-01-12,2027-12-19,800,300,2028-01-04,13.304770158143098,3991.43,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407.0,USA
SYN02580,P1587,Cetirizine 10mg,antihistamine,AllergyMed Labs,CET-2024X,2025-09-20,2024-07-22,207,13,2024-10-19,9.315245927702422,121.1,ST024,Spring Wellness,909 Cedar Rd,Akron,OH,44301.0,USA
SYN02581,P1607,Simethicone 80mg,antacid,GastroCare,SIM-2402Q,2025-08-02,2024-08-07,112,4,2024-08-14,6.7505239001782575,27.0,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501.0,USA
SYN02582,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-06-14,2026-06-11,81,9,2026-07-04,15.91558891166443,143.24,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703.0,USA
SYN02583,P1121,Flu Vaccine 2027,vaccine,Vaxilife,FLU-27B,2028-02-06,2027-09-07,404,99,2027-10-05,18.700491681307135,1851.35,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407.0,USA
SYN02584,P1362,Cyanocobalamin 1000mcg,supplement,NutriHealth Inc,CYA-24A,2028-05-10,2027-04-27,143,8,2027-05-03,11.957951721835528,95.66,ST040,Better Health Rx,88 North St,Birmingham,AL,35203.0,USA
SYN02585,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-14,2026-07-07,111,8,2026-07-12,13.047730974688779,104.38,ST023,Better Health Rx,88 North St,Birmingham,AL,35203.0,USA
SYN02586,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-21,2025-09-11,183,10,2025-09-15,7.330276531941091,73.3,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004.0,USA
SYN02587,P1177,Fish Oil 1200mg,supplement,NutriHealth Inc,FISH-24A,2027-01-15,2025-12-14,203,9,2025-12-20,13.054908190597109,117.49,ST021,Superior Rx,640 7th St,Cleveland,OH,44113.0,USA
SYN02588,P1097,Hydrochlorothiazide 25mg,other,CardioPlus,HCT-24A,2028-03-25,2027-02-24,75,8,2027-04-13,14.739842084407645,117.92,ST029,QuickMed Pharmacy,801 Elm St,Tampa,FL,33605.0,USA
SYN02589,P1152,Metformin 500mg,other,GlucoseRx,MET-231B,2025-08-16,2024-07-28,155,9,2024-08-27,8.391310213327738,75.52,ST019,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101.0,USA
SYN02590,P1131,Levothyroxine 50mcg,hormone,ThyroGenix,LTX-23A1,2025-11-05,2024-11-28,21,1,2024-12-06,47.629171911876,47.63,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401.0,USA
SYN02591,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-05-31,2026-06-19,65,5,2026-06-24,18.92252076199103,94.61,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101.0,USA
SYN02592,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-10,2024-11-06,128,7,2024-11-15,7.058332226072174,49.41,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN02593,P1009,Influenza Vaccine,vaccine,BioShield,FLU-24V-009,2026-01-24,2024-09-23,398,71,2024-10-08,19.053063685075937,1352.77,ST009,Giant Chemist,450 Union Ave,Seattle,WA,98101.0,USA
SYN02594,P1037,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-037,2026-03-20,2025-02-07,174,8,2025-02-10,9.326907961881332,74.62,ST037,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801.0,USA
SYN02595,P9999,,,,,2031-01-22,,10,1,2030-12-20,0.009705194987158381,0.01,ST000,,,,,,
SYN02596,P1379,Estradiol 1mg,hormone,FemCare Pharma,EST-2401B,2026-04-30,2024-06-02,12,3,2024-06-17,58.6696555848092,176.01,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503.0,USA
SYN02597,P1042,Hydroxyzine 10mg,antihistamine,AllergyFree Ltd,HYZ-24C-042,2026-03-24,2025-02-13,54,3,2025-02-24,15.753407994545194,47.26,ST041,CommunityMed,500 Oakridge Rd,Columbus,OH,43215.0,USA
SYN02598,P1011,Melatonin 5mg,supplement,NutriHealth Inc,MEL-24M-011,2025-12-04,2024-10-22,69,4,2024-11-15,9.45765366830317,37.83,ST011,GreenLeaf Drugs,77 Pine St,Boulder,CO,80301.0,USA
SYN02599,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-11-14,2024-09-30,48,5,2024-10-12,9.000100928542626,45.0,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501.0,USA
SYN02600,P1262,Diphenhydramine 25mg,antihistamine,Allergy Solutions,DIP-24A,2026-04-29,2025-03-24,70,6,2025-04-11,7.925921926749841,47.56,ST030,QuickCare Pharmacy,17 Fast Ln,Houston,TX,77002.0,USA
SYN02601,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-20,2025-09-14,185,10,2025-09-18,7.164654138768434,71.65,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004.0,USA
SYN02602,P1029,Zinc Gluconate 50mg,supplement,NutriHealth Inc.,ZNC-25A,2028-09-03,2027-07-15,48,3,2027-07-29,7.108772446543451,21.33,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN02603,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-11-24,2025-11-12,142,9,2025-11-17,10.398017767644147,93.58,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN02604,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-11-02,2025-08-31,193,9,2025-09-09,7.660321892709392,68.94,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004.0,USA
SYN02605,P1021,Diphenhydramine 25mg,antihistamine,AllergyFree Ltd,DIP-24C-021,2026-05-23,2025-04-15,67,3,2025-04-28,11.825003480331711,35.48,ST021,Sunset Drugs,855 Sunset Blvd,Los Angeles,CA,90028.0,USA
SYN02606,P1772,Omeprazole 20mg,antacid,StomachHealth Inc.,OMP-23D,2025-11-12,2024-10-23,69,2,2025-01-05,12.675484319993696,25.35,ST025,CareMax Pharmacy,1512 Birch Lane,Boise,ID,83702.0,USA
SYN02607,P1464,Estradiol 1mg,hormone,PharmaGenix,EST-24E,2028-02-11,2027-02-27,17,1,2027-03-07,90.30634395745533,90.31,ST050,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001.0,USA
SYN02608,P1403,Probiotic Complex,supplement,NutriHealth Inc,PROB-24B,2026-08-10,2025-08-06,174,11,2025-08-07,17.144199136392842,188.59,ST044,Vibrant Life,1212 Grand Rd,Indianapolis,IN,46204.0,USA
SYN02609,P1503,Hydrochlorothiazide 25mg,antihypertensive,CardioGen,HTZ-2402P,2026-03-09,2024-02-08,73,7,2024-02-12,10.919825567132643,76.44,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503.0,USA
SYN02610,P1084,Loratadine 10mg,antihistamine,Allergonix,LOR-24A,2027-08-07,2026-08-19,77,8,2026-09-14,9.067162287993936,72.54,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN02611,P1031,Amlodipine 5mg,antihypertensive,MediCore Labs,AML-24A-031,2026-10-07,2025-08-18,94,4,2025-08-24,8.694980109210272,34.78,ST031,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701.0,USA
SYN02612,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-03-29,2027-03-06,28,4,2027-03-15,37.00753613187417,148.03,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206.0,USA
SYN02613,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2401A,2025-10-03,2024-08-08,124,5,2024-09-08,9.571358511883993,47.86,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802.0,USA
SYN02614,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-06-16,2026-06-16,95,8,2026-07-05,16.521730260547212,132.17,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703.0,USA
SYN02615,P1295,Azithromycin 250mg,antibiotic,MediCore Inc.,AZI-2405D,2026-08-16,2024-07-24,96,5,2024-08-07,19.59038472144385,97.95,ST024,Vitality Drugs,246 East Rd,Seattle,WA,98109.0,USA
SYN02616,P1432,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24C,2027-09-13,2026-08-03,96,6,2026-08-24,8.28805161749667,49.73,ST047,Peak Pharmacy,22 Ridge Ln,Denver,CO,80204.0,USA
SYN02617,P1232,Diphenhydramine 25mg,antihistamine,AllergyFree Labs,DIPH-2403C,2025-12-02,2024-10-26,98,5,2024-11-15,5.7836977794663404,28.92,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071.0,USA
SYN02618,P1890,Insulin Glargine 100U/mL,hormone,NovoHealth,INS-2023K,2026-03-07,2024-12-30,21,1,2025-01-03,76.8021534535783,76.8,ST026,Metro Specialty Rx,2300 Willow St,Richmond,VA,23220.0,USA
SYN02619,P1558,Rabeprazole 20mg,antacid,GastroCare,RAB-2403Z,2026-09-21,2024-09-26,97,10,2024-10-20,7.64643841327418,76.46,ST023,Wellness Drugstore,78 Peach Ave,Augusta,GA,30904.0,USA
SYN02620,P1128,Calcium Carbonate 500mg,antacid,DigestiveCare,CAC-24A,2028-02-08,2027-02-10,150,10,2027-02-17,6.544242539554507,65.44,ST015,Care Max,55 Maple Blvd,San Diego,CA,92101.0,USA
SYN02621,P1232,Diphenhydramine 25mg,antihistamine,AllergyFree Labs,DIPH-2403C,2025-12-01,2024-10-23,88,4,2024-11-04,5.833267466525182,23.33,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071.0,USA
SYN02622,P1411,Montelukast 10mg,antihistamine,RespiraMed,MON-24M,2027-07-18,2026-06-17,52,6,2026-06-13,13.895749881924539,83.37,ST045,Superior Rx,640 7th St,Cleveland,OH,44113.0,USA
SYN02623,P1427,Alendronate 70mg,other,BoneCare,ALE-24A,2028-05-05,2027-04-09,46,5,2027-04-23,34.02464726238676,170.12,ST046,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101.0,USA
SYN02624,P1527,Clopidogrel 75mg,antiplatelet,CardioGen,CLO-2402Z,2026-01-14,2024-12-03,96,7,2024-12-10,13.91544909165656,97.41,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02625,P1136,Levothyroxine 100mcg,hormone,PharmaGenix,LEV-23F,2028-04-15,2027-11-15,19,1,2028-01-19,39.80981811952412,39.81,ST016,HealthFirst Pharmacy,390 Pine St,Seattle,WA,98101.0,USA
SYN02626,P1051,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-23C,2025-10-18,2024-08-15,54,6,2025-03-22,8.50944626018441,51.06,ST021,HealthFirst Pharmacy,123 Elm St,Nashville,TN,37209.0,USA
SYN02627,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-11-16,2024-11-08,122,6,2024-11-20,7.133317700338818,42.8,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN02628,P1029,Azithromycin 250mg,antibiotic,MediCore Labs,AZI-24A-029,2026-11-30,2025-10-16,53,3,2025-10-19,20.319266396196863,60.96,ST029,GoodHealth Drugs,232 Main St,Houston,TX,77002.0,USA
SYN02629,P1095,Lisinopril 10mg,other,CardioPlus,LIS-25B,2028-04-15,2027-03-09,66,5,2027-03-30,14.183189189335783,70.92,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806.0,USA
SYN02630,P1190,Hydrochlorothiazide 25mg,other,MediCore Labs,HCTZ-24A,2027-07-15,2026-07-12,116,7,2026-07-13,12.555921208569668,87.89,ST023,Better Health Rx,88 North St,Birmingham,AL,35203.0,USA
SYN02631,P1031,Magnesium Citrate 200mg,supplement,NutriHealth Inc.,MAGC-24B,2027-12-11,2026-11-23,35,3,2027-01-14,9.088915748020982,27.27,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN02632,P1031,Magnesium Citrate 200mg,supplement,NutriHealth Inc.,MAGC-24B,2027-11-06,2026-11-21,47,2,2027-01-09,9.250867583490324,18.5,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN02633,P1007,Fish Oil 1000mg,supplement,NutriHealth Inc.,FOIL-23B,2026-12-13,2025-11-13,51,7,2025-12-25,8.961008899358575,62.73,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745.0,USA
SYN02634,P1022,Lisinopril 10mg,antihypertensive,MediCore Labs,LIS-24L-022,2027-02-02,2025-12-27,177,9,2026-01-14,7.496623116853917,67.47,ST022,Healthy Living,603 Wellness St,Miami,FL,33101.0,USA
SYN02635,P1078,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-25A,2028-11-10,2027-11-12,137,10,2027-11-23,17.223546501246243,172.24,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745.0,USA
SYN02636,P1058,Naproxen 220mg,analgesic,HealWell Pharma,NAP-25A,2028-05-18,2027-05-21,117,7,2027-05-24,6.618560125165425,46.33,ST038,Central Pharmacy,1245 Adams Ave,Philadelphia,PA,19124.0,USA
SYN02637,P1078,Doxycycline 100mg,antibiotic,MediCore Labs,DOX-25A,2028-11-04,2027-11-17,134,11,2027-11-21,16.779875538762877,184.58,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745.0,USA
SYN02638,P1023,Cyanocobalamin 1mg,supplement,NutriHealth Inc,CYN-24B-023,2026-07-12,2025-07-12,60,3,2025-08-01,11.327469962446566,33.98,ST023,VitaCare Pharmacy,212 Clover Ln,Charlotte,NC,28202.0,USA
SYN02639,P1032,Clopidogrel 75mg,antiplatelet,HealWell Pharma,CLO-24C-032,2026-05-27,2025-03-11,72,1,2025-03-23,21.3969136321427,21.4,ST032,Care Max,200 Main Ave,Raleigh,NC,27601.0,USA
SYN02640,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-02-20,2027-02-04,87,7,2027-02-16,9.158679428158202,64.11,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN02641,P1041,Ranitidine 150mg,antacid,Digestive Solutions,RAN-23R-041,2027-01-02,2025-12-07,1801,109,2025-12-05,3.1543388782137383,343.82,ST010,BulkMed Supply,600 Industrial Rd,Dallas,TX,75201.0,USA
SYN02642,P1284,Multivitamin Tablets,supplement,NutriHealth,MV-2401A,2025-12-26,2024-01-21,139,11,2024-01-20,8.35728458098973,91.93,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201.0,USA
SYN02643,P1059,Fexofenadine 180mg,antihistamine,Allergonix,FEX-24C,2027-12-03,2026-12-11,60,4,2027-01-02,12.579028407767405,50.32,ST031,RxDirect,2501 6th Ave,Tacoma,WA,98406.0,USA
SYN02644,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-08-10,2026-06-05,81,9,2026-07-06,16.447254222024583,148.03,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703.0,USA
SYN02645,P1053,Cefalexin 500mg,antibiotic,MediCore Labs,CFL-23-09,2027-01-21,2025-12-22,124,11,2026-01-17,12.962957323090302,142.59,ST025,PharmaBest,2909 Walnut Ave,Reno,NV,89502.0,USA
SYN02646,P1045,Multivitamin Kids,supplement,NutriHealth Inc,MLT-24B-045,2026-06-16,2025-05-26,102,7,2025-06-14,9.272130770833163,64.9,ST026,Northside Drugs,201 North St,Baltimore,MD,21201.0,USA
SYN02647,P1041,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A,2026-03-21,2025-03-02,74,4,2025-05-19,8.170080125220263,32.68,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014.0,USA
SYN02648,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-02-23,2024-09-25,344,75,2024-10-15,15.909384366127878,1193.2,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501.0,USA
SYN02649,P1091,Hydrocortisone Cream,other,Sterix Pharma,HC-24C,2027-09-08,2026-10-19,62,4,2027-01-10,9.312846635633866,37.25,ST037,PharmSave,1500 Clifton Rd,Atlanta,GA,30322.0,USA
SYN02650,P1503,Hydrochlorothiazide 25mg,antihypertensive,CardioGen,HTZ-2402P,2026-02-05,2024-02-03,63,7,2024-02-07,10.770385880052066,75.39,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503.0,USA
SYN02651,P1071,Progesterone 100mg,hormone,ThyroGenix,PROG-24C,2028-03-20,2027-03-12,19,2,2027-03-12,39.671408578354125,79.34,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206.0,USA
SYN02652,P1290,Lisinopril 10mg,other,HeartMeds Inc,LIS-24D,2026-10-12,2025-11-05,95,4,2025-10-28,10.711788973213832,42.85,ST033,City Pharmacy,823 Oak Ave,Phoenix,AZ,85001.0,USA
SYN02653,P1051,Hydroxyzine 25mg,antihistamine,Allergonix,HYD-25A,2028-09-29,2027-09-19,54,3,2027-09-15,9.887568697856612,29.66,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219.0,USA
SYN02654,P1112,Metformin 500mg,other,GlucoWell,MET-24A,2028-02-08,2027-02-08,186,11,2027-02-03,9.570365992855201,105.27,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205.0,USA
SYN02655,P1045,Acetaminophen 500mg,analgesic,HealWell Pharma,ACE-25B,2028-05-04,2027-04-14,119,10,2027-05-17,6.723433612085534,67.23,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219.0,USA
SYN02656,P1059,Fexofenadine 180mg,antihistamine,Allergonix,FEX-24C,2028-01-08,2026-12-11,52,4,2027-01-04,13.351768697199956,53.41,ST031,RxDirect,2501 6th Ave,Tacoma,WA,98406.0,USA
SYN02657,P1116,Tdap Vaccine 2027,vaccine,Vaxilife,TDAP-27A,2028-10-17,2027-09-14,599,250,2027-10-07,19.358536823157728,4839.63,ST041,Vaccine Depot,4201 Health Pkwy,Dallas,TX,75231.0,USA
SYN02658,P1037,Omeprazole 20mg,antacid,Digestive Solutions,OMP-23O-037,2026-02-20,2025-01-26,170,9,2025-02-08,9.341024356490603,84.07,ST037,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801.0,USA
SYN02659,P1013,Fexofenadine 180mg,antihistamine,AllergyFree Ltd,FEX-24C-013,2026-07-17,2025-05-19,66,3,2025-06-06,15.705640354481421,47.12,ST013,Sunrise Pharmacy,15 Sunrise Dr,Orlando,FL,32801.0,USA
SYN02660,P1043,Prednisone 10mg,hormone,EndoLife Corp,PRD-23P-043,2026-08-11,2025-07-18,28,1,2025-08-11,21.792888132024384,21.79,ST012,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401.0,USA
SYN02661,P1018,Hydrochlorothiazide 25mg,diuretic,MediCore Labs,HCT-23H-018,2027-01-07,2025-11-25,66,7,2025-12-03,10.659938416398106,74.62,ST018,Riverfront Drugs,22 River Rd,St. Louis,MO,63102.0,USA
SYN02662,P1059,Fexofenadine 180mg,antihistamine,Allergonix,FEX-24C,2027-12-06,2026-12-12,59,3,2027-01-01,13.250178886859834,39.75,ST031,RxDirect,2501 6th Ave,Tacoma,WA,98406.0,USA
SYN02663,P1421,Melatonin 5mg,supplement,NutriHealth,MEL-2402E,2025-12-15,2024-11-09,111,7,2024-11-19,7.355329111149659,51.49,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN02664,P1382,Lisinopril 10mg,antihypertensive,CardioGen,LIS-2403A,2026-04-03,2024-03-03,83,6,2024-03-01,9.697935365512334,58.19,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609.0,USA
SYN02665,P1035,Esomeprazole 40mg,antacid,Digestive Solutions,ESO-23E-035,2026-05-04,2025-03-13,79,3,2025-03-22,14.153155659041394,42.46,ST035,CityRx Pharmacy,159 West Loop,Chicago,IL,60607.0,USA
SYN02666,P1027,Calcium Carbonate 500mg,antacid,DigestAid Corp,CAL-24D,2027-07-29,2026-07-01,162,26,2026-07-24,6.382407687435382,165.94,ST026,Giant Chemist,7800 Sunrise Blvd,Citrus Heights,CA,95610.0,USA
SYN02667,P1025,Hydrocortisone 1% Cream,steroid,DermalCare Inc,HYC-24H-025,2025-09-10,2024-08-17,30,3,2024-08-23,20.351460228665943,61.05,ST025,Midtown Pharmacy,350 9th Ave,Des Moines,IA,50309.0,USA
SYN02668,P1082,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-25B,2028-10-10,2027-10-29,104,7,2027-11-07,16.75691210790007,117.3,ST033,PharmaBest,2909 Walnut Ave,Reno,NV,89502.0,USA
SYN02669,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-05,2024-11-02,118,7,2024-11-03,6.501016183554234,45.51,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702.0,USA
SYN02670,P1111,Cholecalciferol 2000IU,supplement,NutriHealth Inc.,CHO-25B,2029-01-24,2027-11-26,59,5,2027-12-26,7.892809018823892,39.46,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122.0,USA
SYN02671,P1095,Lisinopril 10mg,other,CardioPlus,LIS-25B,2028-04-04,2027-03-13,70,6,2027-04-04,14.27615119375623,85.66,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806.0,USA
